"Orthogroup"	"Kluyveromyces_marxianus_DMKU3_1042"	"Saccharomyces_cerevisiaeS288c"	"Scheffersomyces_stipitis_CBS6054"	"Schizosaccharomyces_pombe_972"
"OG0003127"	"W0T3T6"	"P53835"	"A3LNK7"	"Q9P771"
"OG0003128"	"W0T2V2"	"P50874"	"A3LPB8"	"O43114"
"OG0003129"	"W0T5L2"	"P40325"	"A3LNR0"	"O13772"
"OG0003130"	"W0TCR7"	"Q01662"	"A3GEY7"	"O59730"
"OG0003131"	"W0TFM7"	"P38356"	"A3GHL7"	"Q9P3T9"
"OG0003132"	"W0T7V1"	"P38920"	"A3LSY2"	"Q9P7W6"
"OG0003133"	"W0TDR0"	"P26448"	"A3LNC8"	"P36618"
"OG0003134"	"W0T2G6"	"P32911"	"A3LVH2"	"P79060"
"OG0003135"	"W0T6E8"	"P53905"	"A3LVG0"	"O74499"
"OG0003136"	"W0TFU1"	"Q00578"	"A3LQY8"	"O13768"
"OG0003137"	"W0T4E6"	"P20084"	"A3LUG2"	"O59856"
"OG0003138"	"W0TFK7"	"Q00381"	"A3GHQ2"	"Q9Y7L6"
"OG0003139"	"W0THV4"	"P34220"	"A3M0I4"	"Q9UUF1"
"OG0003140"	"W0T826"	"P53886"	"A3LX49"	"Q9URV2"
"OG0003141"	"W0TIG2"	"Q06708"	"A3LSG9"	"P87145"
"OG0003142"	"W0T7T3"	"Q03796"	"A3LUL8"	"O13911"
"OG0003143"	"W0T9E3"	"P39007"	"A3LRN4"	"O94335"
"OG0003144"	"W0T9B7"	"P32341"	"A3GHZ8"	"O74920"
"OG0003145"	"W0T955"	"Q03834"	"A3GHU7"	"O74502"
"OG0003146"	"W0TAR4"	"Q06580"	"A3LVF7"	"Q9UUG5"
"OG0003147"	"W0TJI8"	"Q12341"	"A3GG32"	"Q9UTM7"
"OG0003148"	"W0TIJ5"	"P32602"	"A3M0G9"	"Q9P4X4"
"OG0003149"	"W0T701"	"P36121"	"A3LWH4"	"O74883"
"OG0003150"	"W0TE97"	"Q12508"	"A3LXB9"	"O59668"
"OG0003151"	"W0T7Y2"	"Q07938"	"A3LNX3"	"Q09816"
"OG0003152"	"W0T4U6"	"P27616"	"A3LZN7"	"Q9UUB4"
"OG0003153"	"W0TH13"	"P52286"	"A3LWU4"	"Q9Y709"
"OG0003154"	"W0TC82"	"P07275"	"A3LNR1"	"O74766"
"OG0003155"	"W0TDD0"	"P31334"	"A3GH24"	"Q9P6P6"
"OG0003156"	"W0T5V6"	"P53911"	"A3M093"	"O42924"
"OG0003157"	"W0TH18"	"P49018"	"A3LWT7"	"Q9USP5"
"OG0003158"	"W0TCL3"	"Q12449"	"A3LPE0"	"Q9P782"
"OG0003159"	"W0TE64"	"P50085"	"A3LRZ6"	"O94550"
"OG0003160"	"W0TF49"	"Q12387"	"A3GFD2"	"Q9Y809"
"OG0003161"	"W0TF01"	"P38790"	"A3LTK5"	"Q9Y814"
"OG0003162"	"W0T6L1"	"P53044"	"A3LND3"	"O42915"
"OG0003163"	"W0TAA0"	"Q02197"	"A3GHB7"	"Q9USY3"
"OG0003164"	"W0T9N5"	"P21592"	"A3LVD1"	"Q9Y7Y4"
"OG0003165"	"W0TES5"	"P23615"	"A3LY60"	"Q09915"
"OG0003166"	"W0T580"	"Q03525"	"A3LV93"	"Q9UUK4"
"OG0003167"	"W0TBK8"	"P33331"	"A3LPL5"	"Q10100"
"OG0003168"	"W0TG03"	"P07251"	"A3GGR8"	"P24487"
"OG0003169"	"W0T8I2"	"P38304"	"A3LU97"	"O94646"
"OG0003170"	"W0TI08"	"P46678"	"A3M0H6"	"O94481"
"OG0003171"	"W0TF75"	"P32452"	"A3LZW3"	"O14361"
"OG0003172"	"W0TGE0"	"Q07540"	"A3LYQ3"	"O74831"
"OG0003173"	"W0T6X7"	"P29468"	"A3LZ97"	"Q10295"
"OG0003174"	"W0T5G8"	"P40452"	"A3LYN8"	"O14320"
"OG0003175"	"W0THX8"	"Q07533"	"A3LNM8"	"O14302"
"OG0003176"	"W0T785"	"P38820"	"A3LQF9"	"Q09810"
"OG0003177"	"W0T7U0"	"P35182"	"A3LRS9"	"P40371"
"OG0003178"	"W0T9C9"	"P40165"	"A3LR70"	"O13725"
"OG0003179"	"W0TEL5"	"Q06688"	"A3LZG7"	"O60093"
"OG0003180"	"W0T3C1"	"P46682"	"A3LTL8"	"O13939"
"OG0003181"	"W0TBX4"	"P46970"	"A3LSW5"	"O59809"
"OG0003182"	"W0TCG9"	"P17883"	"A3LQY0"	"O94474"
"OG0003183"	"W0T2X7"	"Q03660"	"A3GF41"	"O74501"
"OG0003184"	"W0TJN7"	"P23796"	"A3GEW1"	"Q10181"
"OG0003185"	"W0T294"	"P00815"	"A3LSS5"	"Q9P777"
"OG0003186"	"W0T8T6"	"P00931"	"A3GH63"	"O13831"
"OG0003187"	"W0T9C1"	"P32783"	"A3GEV2"	"O74880"
"OG0003188"	"W0T6F7"	"P39108"	"A3GHF5"	"P78798"
"OG0003189"	"W0TFF1"	"Q12149"	"A3GG05"	"Q10146"
"OG0003190"	"W0TBR7"	"P52918"	"A3LTK3"	"O14116"
"OG0003191"	"W0T7F1"	"Q08446"	"A3LU63"	"O59709"
"OG0003192"	"W0T4V5"	"P15646"	"A3GEZ8"	"P35551"
"OG0003193"	"W0T720"	"Q12155"	"A3LSE7"	"Q10255"
"OG0003194"	"W0THK8"	"Q12463"	"A3LZT5"	"O94636"
"OG0003195"	"W0TGJ3"	"Q03942"	"A3LQL7"	"O74405"
"OG0003196"	"W0TG52"	"P53038"	"A3M0M4"	"Q9P3W5"
"OG0003197"	"W0TA20"	"Q03630"	"A3LNV5"	"Q9UT70"
"OG0003198"	"W0T8J3"	"P48582"	"A3LNZ7"	"O13783"
"OG0003199"	"W0TIU0"	"P00410"	""	"P21534 Q10345"
"OG0003200"	"W0T355"	"P22209"	"A3LZN6"	"O13839"
"OG0003201"	"W0TDR3"	"P53238"	"A3LTP6 A3LTX1"	""
"OG0003202"	"W0T4Z8"	"P38330 P53140"	"A3LQ52"	""
"OG0003203"	"W0T6H4"	"Q12417"	"A3LNI4"	"O13615"
"OG0003204"	"W0TGN4"	"P38431"	"A3LVS9"	"Q09689"
"OG0003205"	"W0TEK1"	"P33304 P40095"	"A3LTS1"	""
"OG0003206"	"W0TID8"	"P06787"	"A3GH66"	"P05933"
"OG0003207"	"W0T2P1"	"Q05874"	"A3M0C6"	"Q9UT28"
"OG0003208"	"W0TAM6"	"P25340"	"A3LP39"	"P36209"
"OG0003209"	"W0TE72"	"P38145"	"A3LQN1"	"Q9Y7P0"
"OG0003210"	"W0T3W4"	"P07276"	"A3LTL9"	"P28706"
"OG0003211"	"W0TAB2"	"P21560"	"A3LT84"	"Q9USK6"
"OG0003212"	"W0T9A1"	"P21576"	"A3LZD2"	"Q9URZ5"
"OG0003213"	"W0T9U2"	"P25639"	"A3LQA2"	"O59714"
"OG0003214"	"W0TI17"	"O94742"	"A3GEY4"	"O14140"
"OG0003215"	"W0T8K6"	"P20448"	"A3GGE9"	"Q9UTP9"
"OG0003216"	"W0TAR1"	"Q12328"	"A3LTT1"	"P87146"
"OG0003217"	"W0TF56"	"P32795"	"A3GFA4"	"O59824"
"OG0003218"	"W0T5D3"	"Q08954"	"A3LTR4"	"Q9UTP4"
"OG0003219"	"W0THR4"	"Q12339"	"A3LR30"	"O74862"
"OG0003220"	"W0TD79"	"P32609"	"A3LSR8"	"O13786"
"OG0003221"	"W0TBR0"	"Q03330"	"A3LPA3"	"Q9UUK2"
"OG0003222"	"W0THK4"	"P36096"	"A3LUS5"	"O43085"
"OG0003223"	"W0THW1"	"Q07914"	"A3LSX1"	"Q9UT37"
"OG0003224"	"W0TCA2"	"P53863"	"A3LQT9"	"O14213"
"OG0003225"	"W0TIN2"	"P38172"	"A3GG42"	"Q9HDW5"
"OG0003226"	"W0TED8"	"P32366"	"A3LSU9"	"O13753"
"OG0003227"	"W0T6J4"	"P20134"	"A3LNQ6 A3LY01"	""
"OG0003228"	"W0T712"	"P46680"	"A3LQR9"	"O14301"
"OG0003229"	"W0TB70"	"P32773"	"A3GGJ1"	"Q9USU9"
"OG0003230"	"W0TF85"	"P32481"	"A3LVE2"	"Q09130"
"OG0003231"	"W0T4G4"	"P19956"	"A3M031"	"P62506"
"OG0003232"	"W0TIB3"	"Q08651"	"A3GFG2 A3LUB3"	""
"OG0003233"	"W0T9P7"	"P40202"	"A3LWZ5"	"Q10357"
"OG0003234"	"W0T4H9"	"P25303"	"A3LV16"	"O94625"
"OG0003235"	"W0TCS9"	"P18963 P19158"	"A3GHY3"	""
"OG0003236"	"W0TAB0"	"P14906"	"A3M097"	"Q9HGN7"
"OG0003237"	"W0TAZ1"	"P25087"	"A3GHB4"	"O14321"
"OG0003238"	"W0TGF5"	"P47821"	"A3LPX1"	"O94503"
"OG0003239"	"W0THZ2"	"P40066"	"A3LTB4"	"P41838"
"OG0003240"	"W0TIK1"	"P40061"	"A3LXW6"	"Q09743"
"OG0003241"	"W0TGM8"	"P38794"	"A3LQM0"	"P87049"
"OG0003242"	"W0TFN3"	"P36051"	"A3LYT5"	"Q8WZK2"
"OG0003243"	"W0TAT0"	"P38239"	"A3GEX2"	"Q9C1X4"
"OG0003244"	"W0TAZ3"	"P39742"	"A3LSV2"	"O14085"
"OG0003245"	"W0TDU8"	"P40157"	"A3LUR8"	"Q1MTR3"
"OG0003246"	"W0TH14"	"P39923"	"A3GHC2"	"O42857"
"OG0003247"	"W0TC53"	"Q06541"	"A3GHH3"	"Q9HDX5"
"OG0003248"	"W0T9L6"	"P39929"	"A3LX45"	"Q9P7F7"
"OG0003249"	"W0T544"	"P39998"	"A3GF64"	"O94752"
"OG0003250"	"W0TEU4"	"P33891"	"A3LNN1"	"Q9C0W8"
"OG0003251"	"W0TE47"	"P41806"	"A3LU53"	"C6Y4C8"
"OG0003252"	"W0TA39"	"P20053"	"A3GGZ4"	"Q9UTC7"
"OG0003253"	"W0T6Y2"	"Q05863"	"A3LW16"	"Q9Y811"
"OG0003254"	"W0THA2"	"P35179"	"A3LQ59"	"Q09827"
"OG0003255"	"W0T9W7"	"P52491"	"A3LNI6"	"O74549"
"OG0003256"	"W0T8Q0"	"Q12468"	"A3LTL4"	"O94454"
"OG0003257"	"W0TDE9"	"P00942"	"A3LZL0"	"P07669"
"OG0003258"	"W0T7W4"	"P32916"	"A3LNS4"	"O43032"
"OG0003259"	"W0TDJ3"	"P47145"	"A3GG80 A3LUV6"	""
"OG0003260"	"W0T5Z0"	"P18410"	"A3LT48"	"Q9USQ0"
"OG0003261"	"W0T8C9"	"P32629"	"A3LU43"	"O74745"
"OG0003262"	"W0TD30"	"Q08743"	"A3GGY6"	"Q10244"
"OG0003263"	"W0TC24"	"Q05776"	"A3GGY1"	"Q9UT07"
"OG0003264"	"W0TBI7"	"P38796"	"A3LN59"	"Q9P7D2"
"OG0003265"	"W0T870"	"P53101"	"A3LMX1"	"O94350"
"OG0003266"	"W0T9Z2"	"P07277"	"A3LQ81"	"Q09780"
"OG0003267"	"W0TC99"	"P40009"	"A3GH82"	"Q9USP2"
"OG0003268"	"W0TK32"	"P06781"	"A3LYI1"	"Q10133"
"OG0003269"	"W0T570"	"P49017"	"A3LUJ2"	"P87230"
"OG0003270"	"W0TBJ5"	"P02992"	"A3LX50"	"Q9Y700"
"OG0003271"	""	"P07280 P07281"	"A3LZU1"	"P79016"
"OG0003272"	""	"P0C0V8 Q3E754"	"A3GFI2"	"P05764"
"OG0003277"	""	"P29340"	"A3LQP3"	"Q9P6I1 Q9Y818"
"OG0003279"	""	"P39979 Q06592"	"A3LUR7"	"P79081"
"OG0003280"	""	"P46973"	"A3GGF5 A3LR43"	"O36031"
"OG0003281"	""	"P48561 P53632"	"A3GFW2"	"Q9UTN3"
"OG0003282"	""	"P52923"	"A3LTK6 A3LTK7 A3LTU5"	""
"OG0003283"	""	"Q03102"	"A3GG47 A3GG48"	"Q9C0Y6"
"OG0003284"	""	"Q04412"	"A3LXL5"	"Q10165 Q9UUE2"
"OG0003285"	""	"Q05024 Q08747"	"A3LX89"	"O74503"
"OG0003286"	""	"Q06686"	"A3LZM5"	"O94722 Q9P7F9"
"OG0003287"	""	"Q08484"	"A3LYP7"	"O59737 Q9URY3"
"OG0003305"	"W0T661"	"Q03818"	"A3LNN6"	""
"OG0003306"	"W0T880"	"P53251"	"A3LVY7"	""
"OG0003307"	"W0T9H9"	"P36122 P40955"	""	""
"OG0003308"	"W0TH38"	"P20459"	""	"P56286"
"OG0003309"	"W0TCY7"	"Q12084"	"A3GFV2"	""
"OG0003310"	"W0TAK0"	"P40048"	"A3GI89"	""
"OG0003311"	"W0T8C0"	"Q03161"	"A3LZ59"	""
"OG0003312"	"W0TB10"	"P43617"	"A3LWW3"	""
"OG0003313"	"W0TC72"	"P32528"	"A3GG31"	""
"OG0003314"	"W0T6Q6"	"Q03824"	"A3LP56"	""
"OG0003316"	"W0TG86"	"P87275"	"A3LP48"	""
"OG0003317"	"W0TE60"	"P40851"	"A3GGZ6"	""
"OG0003318"	"W0TDF4"	"Q12745"	"A3LYZ2"	""
"OG0003319"	"W0TEM1"	"Q12510"	"A3LWH8"	""
"OG0003320"	"W0TJE4"	"Q02207"	"A3LP44"	""
"OG0003321"	"W0TG53"	"P32800"	"A3GG45"	""
"OG0003324"	"W0TAJ6"	"P07269"	"A3LNN4"	""
"OG0003325"	"W0T9G4"	"P38773 P38774"	""	""
"OG0003326"	"W0TD52"	"P25366"	"A3LQ98"	""
"OG0003327"	"W0TAB3"	"P36088"	"A3LXP2"	""
"OG0003328"	"W0T5H7"	"P38738"	"A3LZJ6"	""
"OG0003329"	"W0T8A6"	"P38785 Q06648"	""	""
"OG0003330"	"W0T9N7"	"P53109"	"A3LN69"	""
"OG0003331"	"W0T7X3"	"Q07951"	"A3GHY9"	""
"OG0003332"	"W0TKQ2"	"P00854"	""	"P21535"
"OG0003333"	"W0T7G7"	"P36040"	"A3LYE0"	""
"OG0003334"	"W0TCG0"	"P07255"	""	"O94705"
"OG0003335"	"W0TA73"	"Q06537"	"A3LPU6"	""
"OG0003336"	"W0TCT1"	"P36027 P53214"	""	""
"OG0003337"	"W0T5Z7"	"P40091"	"A3GFP5"	""
"OG0003340"	"W0TAL7"	"Q02959"	"A3GGJ4"	""
"OG0003341"	"W0TEB2"	"P38800 Q06681"	""	""
"OG0003342"	"W0TDN2"	"P53719 Q03695"	""	""
"OG0003343"	"W0THK5"	"P41913"	"A3LZC2"	""
"OG0003344"	"W0T8J4"	"P17558"	"A3LUU4"	""
"OG0003345"	"W0T7T4"	"Q03792"	"A3LNN9"	""
"OG0003346"	"W0TFH9"	"P53220"	"A3LR82"	""
"OG0003347"	"W0T486"	"Q05854"	"A3LRG8"	""
"OG0003348"	"W0T6X6"	"P53871"	"A3LSM6"	""
"OG0003349"	"W0T760"	"P41909"	"A3LS12"	""
"OG0003350"	"W0THK9"	"P38750"	"A3LV39"	""
"OG0003351"	"W0TC81"	"P53869"	"A3LUR9"	""
"OG0003352"	"W0T4N8"	"P36003"	"A3LRR1"	""
"OG0003353"	"W0TCS6"	"Q03723"	"A3LQ25"	""
"OG0003354"	"W0T3C7"	"Q12006"	"A3LY32"	""
"OG0003356"	"W0T945"	"Q02202"	"A3LNI5"	""
"OG0003357"	"W0TAP4"	"Q06058"	"A3GHF8"	""
"OG0003358"	"W0T7Q1"	"Q08199"	"A3LSH6"	""
"OG0003359"	"W0T890"	"P33313"	""	"O13754"
"OG0003360"	"W0T6H5"	"P13712"	"A3LW38"	""
"OG0003361"	"W0TFK3"	"P33314"	"A3LZE1"	""
"OG0003363"	"W0TKA1"	"P53834"	"A3LV44"	""
"OG0003364"	"W0T840"	"P53276"	"A3LNG7"	""
"OG0003365"	"W0T5G7"	"P53200"	"A3LS99"	""
"OG0003366"	"W0T9K4"	"Q07979"	"A3LMV4"	""
"OG0003367"	"W0T4N9"	"P47103"	"A3M003"	""
"OG0003368"	"W0TD54"	"Q08227"	"A3LZA9"	""
"OG0003369"	"W0TAV4"	"P22943"	""	"P50519"
"OG0003370"	"W0TDW3"	"P49334"	""	"O13813"
"OG0003371"	"W0TBV6"	"P39956"	"A3GGH3"	""
"OG0003372"	"A0A1L7LMC3"	"P61829"	""	"P21537"
"OG0003374"	"W0T5W8"	"P38116"	"A3GGL4"	""
"OG0003375"	"W0TEJ5"	"P38090"	"A3GG77"	""
"OG0003376"	"W0TCE7"	"P53724"	"A3LYC0"	""
"OG0003377"	"W0TBY9"	"Q01649 Q12045"	""	""
"OG0003378"	"W0TI27"	"P32190"	"A3M042"	""
"OG0003379"	"W0T9Z1"	"Q06333"	"A3LXH7"	""
"OG0003380"	"W0TB90"	"Q08622"	"A3GEW8"	""
"OG0003381"	"W0TB99"	"P38348"	"A3LY92"	""
"OG0003382"	"W0T7Q4 W0T9C6"	"Q02785"	""	""
"OG0003383"	"W0T7T1"	"P38966"	"A3LQ76"	""
"OG0003384"	"W0TFU8"	"P25386"	""	"Q09857"
"OG0003385"	"W0TAG8"	"Q03825"	"A3M011"	""
"OG0003386"	"W0T3F6"	"P36087"	"A3M0M7"	""
"OG0003387"	"W0T6J8"	"Q12106"	"A3LPH9"	""
"OG0003388"	"W0TFT0"	"Q12144"	"A3LR54"	""
"OG0003389"	"W0T5B2"	"P32591"	"A3LU89"	""
"OG0003391"	"W0TBB5"	"P22147"	""	"P40383"
"OG0003392"	"W0TH81"	"P38256"	"A3LNA2"	""
"OG0003393"	"W0THJ8"	"Q08816"	"A3LQ38"	""
"OG0003394"	"W0T8Y6"	"P43638"	"A3LY09"	""
"OG0003395"	"W0T6H8"	"P40204"	""	"O74966"
"OG0003396"	"W0TC67"	"Q05530"	"A3LZX4"	""
"OG0003397"	"W0TCX2"	"P48581"	""	"P22193"
"OG0003398"	"W0TBW5"	"P38224"	"A3LV03"	""
"OG0003399"	"W0TJ01"	"Q06510"	"A3LU58"	""
"OG0003400"	"W0TD95"	"P36136"	"A3LVV4"	""
"OG0003401"	"W0TCJ6"	"P50086"	""	"Q10311"
"OG0003402"	"W0TCS8"	"P15424"	"A3LQ99"	""
"OG0003403"	"W0TDK6"	"P08638"	"A3LVE3"	""
"OG0003405"	"W0TA32"	"P06776"	"A3LX23"	""
"OG0003406"	"W0T783"	"P53314"	"A3LPA5"	""
"OG0003407"	"W0TFL0"	"P25037"	"A3LPW4"	""
"OG0003408"	"W0TAB8"	"Q04213"	"A3LWF1"	""
"OG0003409"	"W0T7Z0"	"P38273"	"A3LXM2"	""
"OG0003410"	"W0T9Y7"	"P40053"	"A3GFJ4"	""
"OG0003411"	"W0T6A9"	"P40693"	"A3LXY8"	""
"OG0003412"	"W0TGL8"	"P40152"	"A3LY81"	""
"OG0003413"	"W0TCA7"	"P53858"	"A3LXJ0"	""
"OG0003414"	"W0TA71"	"Q06479"	"A3LYZ6"	""
"OG0003415"	"W0T3U2"	"Q06321"	"A3LR18"	""
"OG0003416"	"W0T5A2"	"Q06440"	""	"O13923"
"OG0003417"	"W0T6C6"	"P34246"	"A3LYJ3"	""
"OG0003418"	"W0TCA6"	"Q12042"	"A3LN18"	""
"OG0003419"	"W0TB89"	"P32841"	""	"P36625"
"OG0003420"	"W0TAC0"	"P40028"	"A3LZR2"	""
"OG0003421"	"W0TA94"	"P35202"	"A3LVK7"	""
"OG0003422"	"W0T529"	"P38325"	"A3GFH4"	""
"OG0003423"	"W0T5B7"	"P34239"	"A3LN66"	""
"OG0003424"	"W0T462"	"P80235"	"A3LX56"	""
"OG0003425"	"W0T4Y8"	"P53135"	"A3LQ47"	""
"OG0003426"	"W0TDH1"	"Q04600"	"A3LZH4"	""
"OG0003427"	"W0TCG1"	"P53725"	"A3GH44"	""
"OG0003429"	"W0TKC1"	"Q06810"	"A3LQC0"	""
"OG0003430"	"W0THC3"	"P53958"	"A3LT41"	""
"OG0003432"	"W0T4P9"	"P38308"	"A3LPL3"	""
"OG0003433"	"W0T9J9"	"P32893"	"A3GFY1"	""
"OG0003434"	"W0TD81"	"P21957"	"A3LTH6"	""
"OG0003435"	"W0T4S8"	"P38300"	"A3LPZ6"	""
"OG0003436"	"W0TBU4"	"P38335"	"A3GFJ0"	""
"OG0003437"	"W0T669"	"P48412"	""	"Q10267"
"OG0003438"	"W0TC95"	"P38768"	"A3GID2"	""
"OG0003439"	"W0TD87"	"P40207"	"A3GH71"	""
"OG0003440"	"W0T2Q0"	"P11710"	"A3GHR4"	""
"OG0003441"	"W0TCH2"	"P38149"	"A3GFT0"	""
"OG0003442"	"W0T814"	"Q08448"	"A3GGN1"	""
"OG0003443"	"W0TB20"	"Q04228"	"A3GEZ6"	""
"OG0003444"	"W0TD07"	"P43612 P53036"	""	""
"OG0003445"	"W0T6M1"	"Q06406"	""	"Q9UUI1"
"OG0003446"	"W0TCK3"	"P39734 Q99332"	""	""
"OG0003447"	"W0TD94"	"P33332"	"A3GH85"	""
"OG0003448"	"W0TFQ6"	"P38202"	""	"Q96WW3"
"OG0003449"	"W0TDH0"	"P28795"	"A3LWU5"	""
"OG0003450"	"W0T4N3"	"P36029"	"A3LW48"	""
"OG0003451"	"W0T936"	"P32613"	"A3GF13"	""
"OG0003452"	"W0TB48"	"P36054"	"A3LUV4"	""
"OG0003453"	"W0T2W3"	"P53850"	"A3LZB5"	""
"OG0003454"	"W0TDU5"	"P16523"	"A3LZ14"	""
"OG0003455"	"W0T7H0"	"P41833"	"A3LRN6"	""
"OG0003456"	"W0TF90"	"P36081"	"A3LTE4"	""
"OG0003457"	"W0TGC0"	"Q06604"	"A3LRX3"	""
"OG0003458"	"W0TAB7"	"Q12375"	"A3GHH9"	""
"OG0003459"	"W0TCB0"	"P42845"	"A3LTA8"	""
"OG0003460"	"W0T7G0"	"P32769"	"A3LY56"	""
"OG0003461"	"W0TFP7"	"Q03649"	"A3LYI3"	""
"OG0003462"	"W0TFZ0"	"P47159"	"A3LVE6"	""
"OG0003463"	"W0TE57"	"Q12223"	"A3GF57"	""
"OG0003464"	"W0T6C9"	"Q05541"	"A3LTJ9"	""
"OG0003465"	"W0TED9"	"Q12471"	"A3GFN4"	""
"OG0003466"	"W0T7I7"	"P26364"	"A3M0P2"	""
"OG0003467"	"W0T8C3"	"Q03153"	"A3LQS7"	""
"OG0003468"	"W0TBN9"	"P38969"	"A3LNW7"	""
"OG0003469"	"W0TB02"	"P37302"	"A3LTW8"	""
"OG0003470"	"W0T7U2"	"Q05648"	"A3LUG9"	""
"OG0003471"	"W0TA77"	"Q05567"	"A3LPY6"	""
"OG0003472"	"W0T3Y5"	"P47139"	"A3LSJ8"	""
"OG0003474"	"W0TD61"	"P39732"	"A3LV71"	""
"OG0003475"	"W0T9Q8"	"Q12150"	"A3LZF8"	""
"OG0003476"	"W0TCR1"	"Q04005"	"A3LZL9"	""
"OG0003478"	"W0THJ6"	"P38700"	"A3LMW1"	""
"OG0003479"	"W0TBM9"	"P03069"	"A3LU14"	""
"OG0003480"	"W0TA42"	"P38928"	"A3LYM4"	""
"OG0003481"	"W0TDV2"	"P11938"	"A3LW54"	""
"OG0003482"	"W0TH35"	"P40317"	"A3LY00"	""
"OG0003483"	"W0T6I4"	"P22035"	"A3LYP9"	""
"OG0003484"	"W0T6M4"	"P53847"	"A3LPB1"	""
"OG0003485"	"W0TER5"	"P38931"	"A3LN53"	""
"OG0003486"	"W0TI45"	"P48568"	"A3LP03"	""
"OG0003487"	"W0TC12"	"P53166"	"A3LT90"	""
"OG0003488"	"W0T377"	"P38760 P39684"	""	""
"OG0003489"	"W0T6A4"	"P42950"	"A3LWY2"	""
"OG0003490"	"W0TDH7"	"Q3E776"	"A3LPS4"	""
"OG0003491"	"W0TF46"	"Q12432"	""	"O13953"
"OG0003492"	"W0TB84"	"P43605"	"A3LWW2"	""
"OG0003493"	"W0T563"	"P36056"	"A3GFX7"	""
"OG0003494"	"W0TGW7"	"P50084"	""	"Q10189"
"OG0003495"	"W0T8X6"	"P22289"	""	"O74433"
"OG0003496"	"W0TEH8"	"Q04746"	""	"Q09684"
"OG0003497"	"W0TE21"	"P53253"	"A3LMZ8"	""
"OG0003498"	"W0TEG6"	"Q03983"	"A3LXH4"	""
"OG0003499"	"W0TCX6"	"P32796"	"A3GG88"	""
"OG0003500"	"W0TE16"	"Q04212"	"A3LSR5"	""
"OG0003501"	"W0TCP2"	"P53124 Q08966"	""	""
"OG0003502"	"W0TH90"	"P32588"	"A3LPW5"	""
"OG0003503"	"W0TDP0"	"Q04749"	"A3LU09"	""
"OG0003504"	"W0T2N2"	"P25568"	""	"Q09812"
"OG0003505"	"W0T3H8"	"P38859"	""	"Q9URU2"
"OG0003507"	"W0TAE4"	"Q04089"	"A3LQ22"	""
"OG0003508"	"W0T7Y8"	"Q07799"	"A3LSN2"	""
"OG0003510"	"W0T7M3"	"Q99278"	"A3LWI0"	""
"OG0003511"	"W0TDF8"	"P53260"	"A3LU55"	""
"OG0003512"	"W0TAD6"	"Q02606"	"A3M0E5"	""
"OG0003513"	"W0TEL3"	"Q99380"	""	"Q96VG2"
"OG0003514"	"W0T7M4 W0T9Y5"	"P33757"	""	""
"OG0003515"	"W0T7H5"	"P41546"	"A3GFS3"	""
"OG0003516"	"W0T7M9"	"Q04336"	"A3LNU8"	""
"OG0003517"	"W0TG90"	"Q12082"	"A3M0B7"	""
"OG0003518"	"W0THI8"	"P43573"	"A3LVC8"	""
"OG0003520"	"W0T9B1"	"P53134"	"A3LRG1"	""
"OG0003522"	"W0T502"	"Q01448"	""	"O43083"
"OG0003523"	"W0TC73"	"P34162"	"A3GGE8"	""
"OG0003524"	"W0TG31"	"P40508"	"A3LZH9"	""
"OG0003525"	"W0TEP1"	"P53584"	"A3LYR3"	""
"OG0003527"	"W0TG92"	"P25454"	""	"P36601"
"OG0003528"	"W0TEV5"	"Q08023"	"A3LR96"	""
"OG0003529"	"W0T4J2"	"P38429"	"A3LVB2"	""
"OG0003530"	"W0T9Q0"	"P40056"	"A3LPS6"	""
"OG0003531"	"W0T482"	"P0CY06 P0CY07"	""	""
"OG0003532"	"W0T5D4"	"P31376"	"A3LT12"	""
"OG0003533"	"W0TAI0"	"P25638"	"A3GH42"	""
"OG0003535"	"W0T4U9"	"P16664"	"A3LN90"	""
"OG0003536"	"W0T5W4"	"P38291"	"A3LSX7"	""
"OG0003537"	"W0TG55"	"P38089"	"A3LY26"	""
"OG0003539"	"W0T402"	"P32525"	"A3GHW0"	""
"OG0003540"	"W0TAQ0"	"P47042"	"A3GFW3"	""
"OG0003541"	"W0T9E8"	"P53179"	"A3GFB2"	""
"OG0003542"	"W0TGV6"	"P47015"	"A3LYQ7"	""
"OG0003543"	"W0TFQ2"	"P07267"	"A3LYI5"	""
"OG0003544"	"W0TFF8"	"P13902"	"A3LRQ4"	""
"OG0003545"	"W0TH71"	"Q07527"	"A3LS48"	""
"OG0003546"	"W0T4Z4"	"P53137"	"A3LVV9"	""
"OG0003547"	"W0TG28"	"P23180"	"A3LY61"	""
"OG0003548"	"W0T859"	"P22470"	"A3M004"	""
"OG0003549"	"W0T3J9"	"P53903"	""	"Q9P6S6"
"OG0003550"	"W0TCA9"	"P39717 Q08886"	""	""
"OG0003552"	"W0T9H4"	"P07272"	"A3LNP4"	""
"OG0003553"	"W0T829"	"P53960"	"A3GI00"	""
"OG0003554"	"W0TCX0"	"P53866"	""	"O74363"
"OG0003555"	"W0TC04"	"P47072"	"A3LNC0"	""
"OG0003556"	"W0TFT4"	"Q12291"	"A3LV84"	""
"OG0003557"	"W0T3E9"	"P21595"	"A3LP69"	""
"OG0003558"	"W0T6P7"	"Q12146"	""	"Q9UTC3"
"OG0003559"	"W0T4P8"	"P41912"	"A3LZC8"	""
