Accession	Description	PrimaryGeneName	GeneName	mass_ratio_repl1	mass_ratio_repl2	mass_ratio_repl3
Q12035	rRNA-processing protein FCF2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FCF2 PE=1 SV=1	FCF2	YLR051C	1.33551103926908e-05	1.38305578182674e-05	1.36794701008566e-05
Q12038	Lethal(2) giant larvae protein homolog SRO7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SRO7 PE=1 SV=1	SRO7	YPR032W	8.56935572827084e-06	8.72203914532183e-06	8.53815197600521e-06
Q12040	Broad-specificity phosphatase YOR283W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YOR283W PE=1 SV=1		YOR283W	3.95316107278246e-05	3.92789898416485e-05	3.79430939031368e-05
Q12041	Transcriptional regulator MET32 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MET32 PE=1 SV=1	MET32	YDR253C	3.4487894455087e-06	3.45658207712261e-06	3.64763882093759e-06
Q12043	Lipase 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TGL5 PE=1 SV=1	TGL5	YOR081C	8.02735398688623e-06	6.15059242475727e-06	7.13148014739716e-06
Q12044	Regulator of calcineurin 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RCN2 PE=1 SV=1	RCN2	YOR220W	1.35798542146527e-05	1.3489345774998e-05	1.75006766627444e-05
Q12046	Pre-mRNA-splicing factor CWC2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CWC2 PE=1 SV=1	CWC2	YDL209C	6.01805098224946e-05	6.15208876865165e-05	6.29622347682359e-05
Q12049	Protein THP3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=THP3 PE=1 SV=1	THP3	YPR045C	8.75287067078951e-06	8.69326457498545e-06	8.83871336635596e-06
Q12050	Telomere length regulation protein ELG1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ELG1 PE=1 SV=1	ELG1	YOR144C	5.23859509486291e-06	5.50561534201152e-06	6.03687489307732e-06
Q12051	Geranylgeranyl pyrophosphate synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BTS1 PE=1 SV=1	BTS1	YPL069C	1.95179068310203e-06	1.82755435068094e-06	1.85545702401554e-06
Q12052	Trimethylguanosine synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TGS1 PE=1 SV=1	TGS1	YPL157W	1.7860425962166e-06	1.79762824833248e-06	2.05605595754942e-06
Q12055	Adenylate kinase isoenzyme 6 homolog FAP7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FAP7 PE=1 SV=1	FAP7	YDL166C	1.64299559974397e-05	1.6661100288148e-05	1.60742190671112e-05
Q12056	Iron sulfur cluster assembly protein 2, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ISU2 PE=1 SV=1	ISU2	YOR226C	2.99181221086067e-06	3.04955497476405e-06	2.79142039186458e-06
Q12057	[PSI+] induction protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PIN2 PE=1 SV=1	PIN2	YOR104W	3.63725580304682e-06	3.55814818885614e-06	3.79410575970733e-06
Q12060	Transcriptional coactivator HFI1/ADA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HFI1 PE=1 SV=1	HFI1	YPL254W	7.52665699550648e-06	7.48373019097581e-06	7.54033031494927e-06
Q12063	Dehydrodolichyl diphosphate synthase complex subunit NUS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NUS1 PE=1 SV=1	NUS1	YDL193W	8.26095475631699e-06	8.31053808330626e-06	8.26915077932787e-06
Q12066	Nuclear rim protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NUR1 PE=1 SV=1	NUR1	YDL089W	2.51989522515448e-07	2.55220065131314e-07	2.55624521164283e-07
Q12067	Metal homeostasis factor ATX2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATX2 PE=1 SV=1	ATX2	YOR079C	4.26483384477481e-06	4.52212279708744e-06	4.46910593807034e-06
Q12068	NADPH-dependent methylglyoxal reductase GRE2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GRE2 PE=1 SV=1	GRE2	YOL151W	3.94464357772342e-05	3.78292009252602e-05	3.66523565769162e-05
Q12069	tRNA pseudouridine(32) synthase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PUS9 PE=1 SV=1	PUS9	YDL036C	1.17473965107183e-05	1.22043309546189e-05	1.3514975557431e-05
Q12071	Vacuolar protein sorting-associated protein 54 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VPS54 PE=1 SV=1	VPS54	YDR027C	1.41213233509492e-05	1.38327231089862e-05	1.39539747772329e-05
Q12072	ISWI one complex protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IOC2 PE=1 SV=1	IOC2	YLR095C	2.29887587162655e-05	2.24206881968474e-05	2.22873511402439e-05
Q12074	Spermidine synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SPE3 PE=3 SV=1	SPE3	YPR069C	0.000328556745671804	0.000307729567676855	0.000315208948375366
Q12078	Iron transporter SMF3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SMF3 PE=1 SV=1	SMF3	YLR034C	2.52334697588445e-05	2.35665687401577e-05	2.45858230401062e-05
Q12080	Ribosome biogenesis protein NOP53 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NOP53 PE=1 SV=1	NOP53	YPL146C	1.88371360454699e-05	1.97101395579207e-05	1.87297300290126e-05
Q12082	Uncharacterized protein YDL157C, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YDL157C PE=1 SV=1		YDL157C	1.24367872358093e-05	1.27317294898016e-05	1.29233113583307e-05
Q12084	Putative uridine kinase DAS2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DAS2 PE=1 SV=1	DAS2	YDR020C	8.93419263675013e-06	8.94384511865064e-06	8.81805092195735e-06
Q12089	ATPase expression protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AEP3 PE=1 SV=1	AEP3	YPL005W	4.07420279216282e-05	4.02245856978822e-05	4.05837048324014e-05
Q12090	RNA exonuclease 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=REX3 PE=1 SV=1	REX3	YLR107W	0.000272321404188943	0.00026698638854597	0.000272060217513432
Q12091	Damage response protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DAP1 PE=1 SV=1	DAP1	YPL170W	4.04879628118074e-06	3.61270529139361e-06	4.22451947884708e-06
Q12094	Ribosome biogenesis protein TSR3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TSR3 PE=1 SV=1	TSR3	YOR006C	2.00072079434776e-05	2.07091233921823e-05	1.95737402412329e-05
Q12096	Glucose N-acetyltransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GNT1 PE=1 SV=1	GNT1	YOR320C	1.69026893627348e-05	1.71783691093382e-05	1.91863452093699e-05
Q12099	ATP-dependent RNA helicase FAL1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FAL1 PE=1 SV=1	FAL1	YDR021W	6.26690946726288e-06	6.3235703235173e-06	6.11302245617358e-06
Q12100	Probable serine/threonine-protein kinase RTK1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RTK1 PE=1 SV=1	RTK1	YDL025C	1.38186873439662e-05	1.43271983440889e-05	1.38432791166159e-05
Q12102	Cleavage factor two protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CFT2 PE=1 SV=1	CFT2	YLR115W	1.50998506598648e-05	1.55002133999568e-05	1.58044419842572e-05
Q12104	Transcriptional protein SWT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SWT1 PE=1 SV=1	SWT1	YOR166C	2.43532040753222e-06	2.45287775610673e-06	2.45333792572318e-06
Q12108	Restriction of telomere capping protein 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RTC5 PE=1 SV=1	RTC5	YOR118W	1.21893831898407e-05	1.26220538741727e-05	1.25102310715025e-05
Q12109	Tryptophan--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=WRS1 PE=1 SV=1	WRS1	YOL097C	0.000115463432720727	0.000119278429985118	0.000116215946856516
Q12114	Chitin biosynthesis protein CHS5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CHS5 PE=1 SV=1	CHS5	YLR330W	3.18648775530852e-05	3.26705640711385e-05	3.03324609241463e-05
Q12117	Protein MRH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRH1 PE=1 SV=1	MRH1	YDR033W	0.000364938176911657	0.000358300951984301	0.000346642395099793
Q12118	Small glutamine-rich tetratricopeptide repeat-containing protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SGT2 PE=1 SV=1	SGT2	YOR007C	0.000299401181291012	0.000304373950255429	0.000298298125851885
Q12122	Homocitrate synthase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LYS21 PE=1 SV=1	LYS21	YDL131W	0.000674417969915303	0.000595577879878894	0.000613842899719541
Q12123	Inactive diphosphatase DCS2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DCS2 PE=1 SV=3	DCS2	YOR173W	0.00010259505995515	9.92208727749569e-05	9.99673284189521e-05
Q12124	Mediator of RNA polymerase II transcription subunit 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MED2 PE=1 SV=1	MED2	YDL005C	4.62482449167388e-06	4.67047322986686e-06	4.44106697209636e-06
Q12125	Golgi to ER traffic protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GET4 PE=1 SV=1	GET4	YOR164C	6.05657093072976e-05	5.30577234445303e-05	5.61889688492379e-05
Q12133	Signal peptidase complex subunit SPC3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SPC3 PE=1 SV=1	SPC3	YLR066W	2.9085223633878e-05	2.92653533085139e-05	2.8062794979471e-05
Q12134	Protein HUA2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HUA2 PE=1 SV=1	HUA2	YOR284W	6.51120825711146e-07	6.85694274490785e-07	7.03598000360484e-07
Q12136	Something about silencing protein 10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SAS10 PE=1 SV=1	SAS10	YDL153C	2.89988821395455e-05	3.13513915027078e-05	3.08282405918137e-05
Q12139	Zinc finger protein YPR022C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPR022C PE=1 SV=1		YPR022C	5.93283160578477e-06	5.54329199562806e-06	5.47634394919923e-06
Q12142	Autophagy-related protein 9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATG9 PE=1 SV=1	ATG9	YDL149W	8.05345719033332e-06	7.03876402420372e-06	7.37903919591908e-06
Q12143	Kinetochore-associated protein NSL1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NSL1 PE=1 SV=1	NSL1	YPL233W	2.84326377091179e-05	2.91779175130262e-05	2.88604018051994e-05
Q12149	Exosome complex exonuclease RRP6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RRP6 PE=1 SV=1	RRP6	YOR001W	5.02838029327366e-05	5.05341883685948e-05	4.95035239351067e-05
Q12150	Protein CSF1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CSF1 PE=3 SV=1	CSF1	YLR087C	9.22582369025129e-06	8.62749702081889e-06	8.77184544176096e-06
Q12152	Putative serine/threonine-protein kinase YPL150W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPL150W PE=1 SV=1		YPL150W	4.64365009400585e-06	4.75281237433462e-06	4.85146383123744e-06
Q12153	Ribosome biogenesis protein SSF2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSF2 PE=1 SV=1	SSF2	YDR312W	4.89852276262523e-06	5.21573661946145e-06	4.99721111971373e-06
Q12154	ATPase GET3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GET3 PE=1 SV=1	GET3	YDL100C	0.000138420597731141	0.000135084982373858	0.000134164564490836
Q12155	Uncharacterized membrane protein YLR050C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YLR050C PE=1 SV=1		YLR050C	1.01630867399438e-05	1.06534732107922e-05	9.91498616011334e-06
Q12156	Protein AIM7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AIM7 PE=1 SV=1	AIM7	YDR063W	3.92906407684074e-06	3.52601371530231e-06	3.44479534512525e-06
Q12158	Sister chromatid cohesion protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MCD1 PE=1 SV=1	MCD1	YDL003W	1.40274882189137e-05	1.38903071168814e-05	1.36711659623611e-05
Q12159	RNA annealing protein YRA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YRA1 PE=1 SV=2	YRA1	YDR381W	0.000276279855030742	0.000284881423848044	0.000269020075233826
Q12160	Uncharacterized protein YPR063C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPR063C PE=1 SV=1		YPR063C	2.7953736056397e-06	2.8749813387101e-06	2.83491305717506e-06
Q12163	NAP1-binding protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NBP2 PE=1 SV=1	NBP2	YDR162C	7.99197506438615e-06	6.99231357508873e-06	7.35038864641151e-06
Q12164	Pore membrane protein of 33 kDa OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=POM33 PE=1 SV=1	POM33	YLL023C	4.53697769449895e-05	4.62757527353165e-05	5.50299965935377e-05
Q12165	ATP synthase subunit delta, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATP16 PE=1 SV=1	ATP16	YDL004W	3.64326198485615e-05	3.50907499242504e-05	3.58528657564338e-05
Q12166	2-isopropylmalate synthase 2, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LEU9 PE=1 SV=1	LEU9	YOR108W	4.22492504281834e-05	4.07696418751734e-05	4.07353137081347e-05
Q12167	Required for respiratory growth protein 1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RRG1 PE=1 SV=1	RRG1	YDR065W	1.52445995424933e-06	1.5943927214473e-06	1.62433869242832e-06
Q12168	Endo-1,3(4)-beta-glucanase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ACF2 PE=1 SV=1	ACF2	YLR144C	9.38723011077534e-06	9.46484036553549e-06	9.59115303261653e-06
Q12176	Ribosome biogenesis protein MAK21 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MAK21 PE=1 SV=1	MAK21	YDR060W	9.53745919985445e-05	9.82603997226313e-05	9.52975187967742e-05
Q12178	Cytosine deaminase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FCY1 PE=1 SV=1	FCY1	YPR062W	3.7737251739475e-05	3.45399067268741e-05	3.41303767126189e-05
Q12179	Uncharacterized protein YPL245W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPL245W PE=1 SV=1		YPL245W	1.39192680198207e-05	1.4332867384276e-05	1.37804709738263e-05
Q12180	Halotolerance protein 9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HAL9 PE=1 SV=1	HAL9	YOL089C	1.64573236110222e-05	1.61639595142064e-05	1.59436608333688e-05
Q12181	NADPH-dependent diflavin oxidoreductase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TAH18 PE=1 SV=1	TAH18	YPR048W	1.2762542778968e-05	1.11457334641971e-05	1.17466653945376e-05
Q12184	Adrenodoxin homolog, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YAH1 PE=1 SV=1	YAH1	YPL252C	1.90998459949361e-06	1.92988071596764e-06	1.93242171902955e-06
Q12186	Branchpoint-bridging protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MSL5 PE=1 SV=1	MSL5	YLR116W	7.63995804319208e-06	7.32383000254484e-06	7.35182606841182e-06
Q12189	Ribose-5-phosphate isomerase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RKI1 PE=1 SV=1	RKI1	YOR095C	7.02030609851526e-05	6.93437743302697e-05	6.97275810393715e-05
Q12191	Binder of USO1 and GRH1 protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BUG1 PE=1 SV=1	BUG1	YDL099W	1.66320587571883e-05	1.75467032107406e-05	1.7025303193175e-05
Q12192	Repression factor of MSEs protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RFM1 PE=1 SV=1	RFM1	YOR279C	1.45051984160432e-05	1.62064659751192e-05	1.5603072233722e-05
Q12196	Serine/threonine-protein kinase RIO1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RIO1 PE=1 SV=1	RIO1	YOR119C	6.36524893276169e-06	6.66091193648607e-06	6.50856571983708e-06
Q12199	Type 2A phosphatase activator TIP41 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TIP41 PE=1 SV=1	TIP41	YPR040W	9.70639370387795e-06	1.00287562725484e-05	9.68875417468743e-06
Q12200	NPC intracellular cholesterol transporter 1-related protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NCR1 PE=1 SV=1	NCR1	YPL006W	2.37431727516081e-05	2.51165416941588e-05	2.45782971239435e-05
Q12204	Probable phospholipase YOR022C, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YOR022C PE=1 SV=1		YOR022C	5.93635776405212e-06	5.8198598842216e-06	5.95712491127775e-06
Q12206	Transcriptional modulator WTM2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=WTM2 PE=1 SV=1	WTM2	YOR229W	3.66224359070887e-06	3.52120929940605e-06	3.72610295034043e-06
Q12207	Non-classical export protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NCE102 PE=1 SV=1	NCE102	YPR149W	0.000100626679128594	9.46542565802105e-05	9.63488824991739e-05
Q12211	tRNA pseudouridine synthase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PUS1 PE=1 SV=1	PUS1	YPL212C	5.60252751437442e-05	5.76247444905363e-05	5.56454154945752e-05
Q12213	60S ribosomal protein L7-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL7B PE=1 SV=3	RPL7B	YPL198W	0.000809614645317096	0.00083520458902183	0.000827805245073655
Q12220	U3 small nucleolar RNA-associated protein 12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DIP2 PE=1 SV=1	DIP2	YLR129W	6.91714347649778e-05	6.93133315105333e-05	6.9564660278107e-05
Q12221	mRNA-binding protein PUF2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PUF2 PE=1 SV=1	PUF2	YPR042C	1.07256579679151e-05	1.02925721230203e-05	1.11473532764356e-05
Q12222	Glycogen synthase kinase-3 homolog YGK3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YGK3 PE=1 SV=1	YGK3	YOL128C	2.60134266153233e-06	2.33805416415315e-06	2.58364272006827e-06
Q12223	DNA repair protein RAD59 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RAD59 PE=1 SV=1	RAD59	YDL059C	5.38872539461884e-06	5.33916186505262e-06	5.20951829838056e-06
Q12229	UBX domain-containing protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UBX3 PE=1 SV=1	UBX3	YDL091C	8.54550311026442e-06	8.60515649168144e-06	8.42897237558121e-06
Q12230	Sphingolipid long chain base-responsive protein LSP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LSP1 PE=1 SV=1	LSP1	YPL004C	0.000268785114928557	0.000277665974036926	0.000269438251264808
Q12233	ATP synthase subunit g, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATP20 PE=1 SV=1	ATP20	YPR020W	0.000168880125946099	0.000178587236259972	0.000169924871952942
Q12234	GRIP domain-containing protein RUD3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RUD3 PE=1 SV=1	RUD3	YOR216C	1.42198666057608e-05	1.48717012758225e-05	1.48476512990569e-05
Q12235	High affinity cysteine transporter OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YCT1 PE=1 SV=1	YCT1	YLL055W	4.52598812710624e-05	4.66992081140258e-05	4.57627535794331e-05
Q12236	Serine/threonine-protein kinase PKH2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PKH2 PE=1 SV=1	PKH2	YOL100W	7.03162684369621e-06	7.30717779003618e-06	7.09170651774161e-06
Q12239	Transmembrane protein 115 homolog OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YOL107W PE=1 SV=1		YOL107W	1.64414551348161e-05	1.69126867097825e-05	1.74619975780035e-05
Q12241	Syntaxin VAM3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VAM3 PE=1 SV=1	VAM3	YOR106W	1.54023729273627e-06	1.61899642977417e-06	1.63967541719634e-06
Q12242	UBA domain-containing protein RUP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RUP1 PE=1 SV=1	RUP1	YOR138C	3.21895732910578e-05	3.22879097120013e-05	3.25688229186527e-05
Q12244	Uncharacterized transcriptional regulatory protein YLL054C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YLL054C PE=1 SV=2		YLL054C	6.3080000927399e-06	6.34107227007662e-06	6.36947401564315e-06
Q12245	Proteasome chaperone 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=POC4 PE=1 SV=1	POC4	YPL144W	9.16174734364185e-06	8.82634037424208e-06	9.19056073898647e-06
Q12246	Sphingoid long chain base kinase 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LCB4 PE=1 SV=1	LCB4	YOR171C	5.7765752305575e-05	5.69147855965449e-05	5.64105593507831e-05
Q12247	rRNA-processing protein FYV7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FYV7 PE=1 SV=1	FYV7	YLR068W	1.52566118746347e-05	1.58623594409946e-05	1.46642367731401e-05
Q12250	26S proteasome regulatory subunit RPN5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPN5 PE=1 SV=3	RPN5	YDL147W	0.000191153358167458	0.000199911215077165	0.000194749907340565
Q12251	Uncharacterized mitochondrial carrier YPR011C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPR011C PE=1 SV=1		YPR011C	5.05359082414055e-06	5.18526403584106e-06	5.16538761876994e-06
Q12255	Vacuolar v-SNARE NYV1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NYV1 PE=1 SV=2	NYV1	YLR093C	1.94753394539907e-05	1.99063990862929e-05	1.94658910231009e-05
Q12256	Polyamine transporter 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TPO4 PE=1 SV=1	TPO4	YOR273C	4.36788417147944e-05	4.66002649610348e-05	4.43660742441532e-05
Q12259	BTB/POZ domain-containing protein YLR108C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YLR108C PE=1 SV=1		YLR108C	8.23087682967519e-06	8.3308166269896e-06	9.20453714711589e-06
Q12262	Inner kinetochore subunit MCM16 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MCM16 PE=1 SV=1	MCM16	YPR046W	1.01119288978376e-06	1.05294800660964e-06	1.05210431647794e-06
Q12263	Serine/threonine-protein kinase GIN4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GIN4 PE=1 SV=1	GIN4	YDR507C	4.59560476917591e-05	4.59603279923677e-05	4.59128992578955e-05
Q12265	Ribose-phosphate pyrophosphokinase 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRS5 PE=1 SV=1	PRS5	YOL061W	0.000110209420201959	0.000104373259209076	0.000103034374661353
Q12267	Structural maintenance of chromosomes protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SMC4 PE=1 SV=1	SMC4	YLR086W	8.70169095234104e-06	8.79385796193228e-06	8.7877287831335e-06
Q12270	Rhomboid protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RBD2 PE=1 SV=1	RBD2	YPL246C	1.55468913900952e-05	1.55636882170558e-05	1.60422203028559e-05
Q12271	Polyphosphatidylinositol phosphatase INP53 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=INP53 PE=1 SV=1	INP53	YOR109W	4.90926305101843e-05	5.03558953595793e-05	5.02748427003823e-05
Q12272	tRNA 2'-phosphotransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TPT1 PE=1 SV=1	TPT1	YOL102C	1.02105573416382e-05	1.0013993674662e-05	9.57255197408868e-06
Q12274	Uncharacterized protein YOR097C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YOR097C PE=1 SV=1		YOR097C	2.69362821587342e-06	2.18442985120875e-06	3.79730968302826e-06
Q12275	Uncharacterized protein YOR093C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YOR093C PE=1 SV=1		YOR093C	1.50984268924252e-05	1.5420705579891e-05	1.52992514151144e-05
